web-scraper-order,web-scraper-start-url,total_ads,ad_id,date,ad_status,ad_count,ad_text,ad_cta_text,ad_video,url,ad_brandname,ad_cta_domain,ad_cta_title,ad_cta_subtitle
1692267351-1011,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,2.33E+14,10-Jul-23,Active,,"Get your summer sips with @wanderingbearco ☀️🐻. This cold brew on tap is the ultimate fuel for your summer vibez. 😎🌴 Sip on bold and smooth flavors that'll transport you to paradise. #WanderingBearSummer #ColdBrewCrew #SummerVibesOnly

Wanderingbearcoffee.com --->
💯Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻‍♂️💨Each glass = 2 espresso shots. Zoom zoom!
😋We have all your favorite flavors
 ♺Recyclable & 🌱Organic
⭐️10,000+ 5-Star Reviews
🧊 Stays Fresh",Learn More,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/358175910_232572126323395_1257962755034675959_n.?_nc_cat=105&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=0hLyGBvxND8AX947UUi&_nc_ht=video.fblr2-2.fna&oh=00_AfDy97Ub_iBO-8OwkHBiCmy9OvWbk1EqfvJDhh0NFj1oYw&oe=64E393F4,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Your New Summer Sips,"Over 10,000 5 Star Reviews"
1692267351-1012,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,2.67E+14,10-Jul-23,Active,,"Get your summer sips with @wanderingbearco ☀️🐻. This cold brew on tap is the ultimate fuel for your summer vibez. 😎🌴 Sip on bold and smooth flavors that'll transport you to paradise. #WanderingBearSummer #ColdBrewCrew #SummerVibesOnly

Wanderingbearcoffee.com --->
💯Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻‍♂️💨Each glass = 2 espresso shots. Zoom zoom!
😋We have all your favorite flavors
 ♺Recyclable & 🌱Organic
⭐️10,000+ 5-Star Reviews
🧊 Stays Fresh",Learn More,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/359007411_267264245905699_4246359624426280264_n.?_nc_cat=111&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=729JtgEDJ2cAX_IxpsJ&_nc_ht=video.fblr2-2.fna&oh=00_AfDeeAeuEExJVBUPPeQhoVwkfhYFXyZu0yVX3oWjphZ5ug&oe=64E259A5,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Your New Summer Sips,"Over 10,000 5 Star Reviews"
1692267351-1013,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,2.82E+14,06-Jul-23,Active,,"Roll out of bed to delicious cold brew on tap in your fridge. wanderingbear.com 🐻 With 6+ smooth, bold flavors, no added junk, and 10,000+ 5-Star reviews, this is the  ultimate fuel for your summer vibez. 😎🌴 

💯Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻‍♂️💨Each glass = 2 espresso shots. Zoom zoom!
😋We have all your favorite flavors
 ♺Recyclable & 🌱Organic
⭐️10,000+ 5-Star Reviews
🧊 Stays Fresh for longer

#ColdBrew #SummerVibesOnly",Learn More,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/357557183_1660219597776981_3571093101105997206_n.jpg?stp=dst-jpg_s600x600&_nc_cat=108&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=VYYoCVVBsVAAX8Q-bhP&_nc_ht=scontent.fblr2-2.fna&oh=00_AfCnkr2DPiozRknHk3jJVsMh8nUqFX0KeRfaFHlbZ2H4qg&oe=64E25695,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Coffee Shop Quality Cold Brew on Tap,"10,000+ 5-Star Reviews"
1692267351-1014,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,3.26E+14,06-Jul-23,Active,,"Roll out of bed to delicious cold brew on tap in your fridge. wanderingbear.com 🐻 With 6+ smooth, bold flavors, no added junk, and 10,000+ 5-Star reviews, this is the  ultimate fuel for your summer vibez. 😎🌴 

💯Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻‍♂️💨Each glass = 2 espresso shots. Zoom zoom!
😋We have all your favorite flavors
 ♺Recyclable & 🌱Organic
⭐️10,000+ 5-Star Reviews
🧊 Stays Fresh for longer

#ColdBrew #SummerVibesOnly",Learn More,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/358573513_1425271001641705_8458065395584165801_n.jpg?stp=dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=5cxMeTzlFzAAX_6hAbe&_nc_ht=scontent.fblr2-1.fna&oh=00_AfCoBjHdp5uxTMw67ELUCH7qdOIvHQz8vSKN1At1ETAEaQ&oe=64E36E4F,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Coffee Shop Quality Cold Brew on Tap,"10,000+ 5-Star Reviews"
1692267351-1015,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,7.41E+14,06-Jul-23,Active,,"Roll out of bed to delicious cold brew on tap in your fridge. wanderingbear.com 🐻 With 6+ smooth, bold flavors, no added junk, and 10,000+ 5-Star reviews, this is the  ultimate fuel for your summer vibez. 😎🌴 

💯Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻‍♂️💨Each glass = 2 espresso shots. Zoom zoom!
😋We have all your favorite flavors
 ♺Recyclable & 🌱Organic
⭐️10,000+ 5-Star Reviews
🧊 Stays Fresh for longer

#ColdBrew #SummerVibesOnly",Learn More,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/358100068_200744052957947_6867522380189845350_n.jpg?stp=dst-jpg_s600x600&_nc_cat=107&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=JH7o5YcxpcEAX8-8g5-&_nc_ht=scontent.fblr2-2.fna&oh=00_AfBgLCQDTLt0Rgx2BiG5-LVUWxkEIjOgUmK3vxURhTJkZA&oe=64E24400,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Coffee Shop Quality Cold Brew on Tap,"10,000+ 5-Star Reviews"
1692267351-1016,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,1.32E+15,06-Jul-23,Active,,,Learn more,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/343122915_1708495382937807_1146974383740644550_n.?_nc_cat=108&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=rUb4ylMyXXQAX-PizUR&_nc_ht=video.fblr2-2.fna&oh=00_AfDPwZ2tqnid-N5r9s5WYCUzmJBW8Czun5csPYOIHNSYaA&oe=64E21233,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Dirty Vanilla Chai Cold Brew on Tap,"Over 9,000 5 Star Reviews"
1692267351-1017,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,5.86E+14,06-Jul-23,Active,,"Roll out of bed, walk to the fridge, and have delicious cold brew on tap and ready to go
Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵ Recyclable & 🌱Organic
⭐9500+ 5-Star Reviews
🧊 Stays Fresh",Shop Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/347268010_805090630986420_3900511844905544531_n.jpg?stp=dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=8DP-hrL5XCgAX-qAXhJ&_nc_ht=scontent.fblr2-2.fna&oh=00_AfCgIBGrSSdbF5lpzBpDVVYTfoMvf1mzBu9tLVpNWkLqkg&oe=64E334A3,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Because Cold Brew is Better on Tap,"Organic, extra strong cold brew."
1692267351-1018,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,1.01E+15,06-Jul-23,Active,,"CANCEL your old boring coffee routine & try our 3-for-1 Cold Brew Variety Pack!  Three tasty flavors at the price of one larger box, delivered right to you. Enjoy the fresh smell and fresher taste of our cold brew in ready to drink 32 oz cartons, perfect for at home or on the go. 

Try today and add some excitement back into your morning routine.

Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵ Recyclable & 🌱Organic
⭐9500+ 5-Star Reviews
🧊 Stays Fresh",Shop Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/326517716_733608788118726_1985116578002281912_n.jpg?stp=dst-jpg_s600x600&_nc_cat=111&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=TF3GfAj2AK0AX9urbmP&_nc_ht=scontent.fblr2-2.fna&oh=00_AfDViJzjGt4-Q91rGd4rj9BwK-lm7h1MQcodjHsuTyxxSw&oe=64E2DB7D,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,🚨COFFEE ALERT🚨 32oz Variety Packs now available,"Organic, extra strong cold brew."
1692267351-1019,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,7.89E+14,26-Jun-23,Active,,"You asked, we delivered! Back for limited time - Dirty Vanilla Chai 🧊☕

Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵  Recyclable & 🌱Organic
⭐3500+ 5-Star Reviews
🧊 Stays Fresh",Learn More,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/356652920_638815771613245_2654261643751700344_n.jpg?stp=dst-jpg_s600x600&_nc_cat=104&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=8_suybsDgakAX85T8XS&_nc_ht=scontent.fblr2-1.fna&oh=00_AfDvmUJqOd0J0FKawWDHyZ3hOAN_pznsZZ53uW2picfYnw&oe=64E396A9,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Dirty Vanilla Chai Cold Brew on Tap,"Over 9,000 5 Star Reviews"
1692267351-1020,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,1.65E+15,27-Jun-23,Active,,"You asked, we delivered! Back for limited time - Dirty Vanilla Chai 🧊☕

Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵  Recyclable & 🌱Organic
⭐3500+ 5-Star Reviews
🧊 Stays Fresh",Learn More,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/356129038_210021041527997_1542033687437685336_n.jpg?stp=dst-jpg_s600x600&_nc_cat=105&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=8VGgqUuVYS8AX9-bD5e&_nc_ht=scontent.fblr2-2.fna&oh=00_AfDvQdhKVD5ZVzU7Ijg-Ptvt5plJCkQvlzRCJIGvpsrm6g&oe=64E1F7FF,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Dirty Vanilla Chai Cold Brew on Tap,"Over 9,000 5 Star Reviews"
1692267351-1021,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,1.02E+15,23-May-23,Active,,"For limited time - Dirty Vanilla Chai 🧊☕

Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵  Recyclable & 🌱Organic
⭐3500+ 5-Star Reviews
🧊 Stays Fresh",Learn More,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/343165629_1179720669381620_5659399366401207618_n.?_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=z8mFl6ZaGaEAX_84siD&_nc_ht=video.fblr2-2.fna&oh=00_AfAjBjjr4Q1qFdOo3aV3lp1qb7Ruw84dCTm70bvtZzw5pQ&oe=64E237B4,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Dirty Vanilla Chai Cold Brew on Tap,"Over 9,000 5 Star Reviews"
1692267351-1022,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,8.21E+14,15-May-23,Active,,,Learn more,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/10000000_529161052753917_307847113568104339_n.?_nc_cat=103&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=brm6JbD--ooAX8OAKsI&_nc_ht=video.fblr2-1.fna&oh=00_AfAvkCbaUX-Amxqtp5XFpniJgU7QuzA8JgE0_bWwzvgf2Q&oe=64E2881F,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Cold Brew is Better Boxed,"Over 9,000 5 Star Reviews"
1692267351-1023,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,7.38E+14,15-May-23,Active,,"CANCEL your old boring coffee routine & try our 3-for-1 Cold Brew Variety Pack!  Three tasty flavors at the price of one larger box, delivered right to you. Enjoy the fresh smell and fresher taste of our cold brew in ready to drink 32 oz cartons, perfect for at home or on the go. 

Try today and add some excitement back into your morning routine.

Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵ Recyclable & 🌱Organic
⭐9500+ 5-Star Reviews
🧊 Stays Fresh",Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/346473530_164751199632544_1030074788116702979_n.jpg?stp=dst-jpg_s600x600&_nc_cat=106&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=sSkRKsmnA7YAX_AYLpJ&_nc_ht=scontent.fblr2-1.fna&oh=00_AfD9Y7vYJab-9MxA7gJ5gZYYsNhgxg9YdorcJQigsd9JCw&oe=64E1F374,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,🚨COFFEE ALERT🚨 32oz Variety Packs now available,"Organic, extra strong cold brew."
1692267351-1024,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,8.02E+14,17-May-23,Active,,"Reinvent your mornings with Cold Brew on Tap 🧊☕

Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵  Recyclable & 🌱Organic
⭐3500+ 5-Star Reviews
🧊 Stays Fresh",Learn More,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/342569974_957594918573859_5245569944466850220_n.?_nc_cat=107&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=4DYP86ktvLwAX-2tlvH&_nc_ht=video.fblr2-2.fna&oh=00_AfAxbs2F4Ax8G-X-MTUhfqgLzFtxA6ZGN-AP1I2Zm9VKNQ&oe=64E25DD4,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Reinvent your mornings with Cold Brew on Tap,"Over 9,000 5 Star Reviews"
1692267351-1025,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,1.27E+15,16-May-23,Active,,"Reinvent your mornings with Cold Brew on Tap 🧊☕

Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵  Recyclable & 🌱Organic
⭐3500+ 5-Star Reviews
🧊 Stays Fresh",Learn More,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/342563059_2402415119918405_3711239019949449083_n.?_nc_cat=104&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=8Dkz1V3D0EwAX-Pv-d8&_nc_ht=video.fblr2-1.fna&oh=00_AfAXRij1E10IdP_QaRFsJL_W3c-3WmDg7rodlqUAf2W4zw&oe=64E39378,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Reinvent your mornings with Cold Brew on Tap,"Over 9,000 5 Star Reviews"
1692267351-1026,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,1.41E+15,13-Apr-23,Active,,,Learn more,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/306909514_1253453948746823_8704663050024411563_n.mp4?_nc_cat=100&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=qapUoKGMO0EAX8bKqoq&_nc_ht=video.fblr2-2.fna&oh=00_AfC52S8moDqCXMsOUcfkA6nCHZfJcsK0Zizd_5VuAQNMwA&oe=64E3C19F,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Dirty Vanilla Chai Cold Brew on Tap,"Over 9,000 5 Star Reviews"
1692267351-1027,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,1.56E+15,15-Sep-22,Active,,"You asked, we delivered! Back for limited time - Dirty Vanilla Chai 🧊☕

Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵  Recyclable & 🌱Organic
⭐3500+ 5-Star Reviews
🧊 Stays Fresh",Learn More,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/306904041_321263016865001_1864348873044188331_n.jpg?stp=dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=SxUySBmvqv4AX9mdJXP&_nc_ht=scontent.fblr2-2.fna&oh=00_AfC3GVRXtHOruuUdSeS25qSrMauu_Cb4VC1USTAmXXmbsg&oe=64E38F10,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Dirty Vanilla Chai Cold Brew on Tap,"Over 9,000 5 Star Reviews"
1692267351-1028,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,6.23E+15,15-Sep-22,Active,2,"You asked, we delivered! Back for limited time - Dirty Vanilla Chai 🧊☕

Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵  Recyclable & 🌱Organic
⭐3500+ 5-Star Reviews
🧊 Stays Fresh",Learn More,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/306841869_3325998140994303_5077911853948008743_n.jpg?stp=dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=qVHwrFJlqJkAX-Hrq0A&_nc_ht=scontent.fblr2-2.fna&oh=00_AfBWYBytS5LcnuHCBx-sRKidhICcvVVITIVm6vMjG0QXgg&oe=64E289B5,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Dirty Vanilla Chai Cold Brew on Tap,"Over 9,000 5 Star Reviews"
