web-scraper-order,web-scraper-start-url,total_ads,ad_id,ad_start_date,ad_status,ad_count,ad_text,ad_cta_text,ad_video,ad_image-src,ad_brandname,ad_cta_domain,ad_cta_title,ad_cta_subtitle,domain_name
1692257598-58,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,9.65E+14,21-Nov-22,Inactive,100.0,,Learn more,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/315864569_648335870106053_5169121489851301919_n.mp4?_nc_cat=111&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=_rIATS2epjEAX_FXcmJ&_nc_ht=video.fblr2-2.fna&oh=00_AfAQWOD9cvn2QSyMPtQMkgtu4qVkLb9Gkeb--oh1rhpJVA&oe=64E2155B,,nopeetstore.com,FB.COM,nopeet®,,nopeetstore.com
1692259803-151,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22veles.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~2 results,4.72E+14,21-Mar-20,Inactive,450.0,,Learn more,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/90492942_653430535230044_197304395002606225_n.mp4?_nc_cat=111&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=Aa0A6zhJVqAAX8oDyGt&_nc_ht=video.fblr2-2.fna&oh=00_AfCAFBOKGE1qYua_3Ndocr4PWYPPH4bgSW5SCw6K_66DfA&oe=64E35566,,Veles Co.,VELES.COM,Veles Co.,,veles.com
1692264507-505,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22drinksoma.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~11 results,3.49E+14,27-Apr-22,Active,3.0,"Explore our collection of customizable water bottles, brew bottles, and ceramic mugs fit for your brand.",Shop Now,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/279356501_1129185017938662_1155505683364859040_n.?_nc_cat=103&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=Fh5UJ-HecskAX_fnasI&_nc_oc=AQkOhpAPc76b8m9eLy67zD83vgwCZMSGT9VFd3yW7nd_A0cYLfNpjm8XCkofHwsbwhc&_nc_ht=video.fblr2-1.fna&oh=00_AfC9wP-gZ3FFaSiEAlhAnsDbYg_yvYaKu9QxkfrwbLsgYA&oe=64E25366,,Soma Water,DRINKSOMA.COM,Sustainable Custom Gifts,Many customizations available,drinksoma.com
1692269561-119,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,1.55E+15,13-Aug-23,Active,3.0,Honey with Superpowers™ ⚡,Learn More,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/10000000_1549239912275445_3849599958511721596_n.?_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=aHmH7ZdeEoAAX-p1TYt&_nc_ht=video.fblr2-2.fna&oh=00_AfBuy5ddYKizlqFXt4tiU65gbRJcuAAY7Lzq2GIOrzRxMQ&oe=64E3A991,,Manukora,HTTPS://MANUKORA.COM/,Manukora Manuka Honey,,manukora.com
1692269561-121,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,2.61E+14,13-Aug-23,Active,,Honey with Superpowers™ ⚡,Shop Now,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/10000000_260659110160951_7881115835729146228_n.?_nc_cat=102&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=ClcCFw-_J8IAX_4Sh5A&_nc_ht=video.fblr2-1.fna&oh=00_AfCnQCVUUe41cCXJGxWTt3W4CHRH345ELomNAAUinETfwQ&oe=64E2B911,,Manukora,HTTPS://MANUKORA.COM/,Manukora Manuka Honey,,manukora.com
1692269561-122,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,2.04E+15,13-Aug-23,Active,2.0,Honey with Superpowers™ ⚡,Learn More,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/366406544_2042437142771551_2259328606350318580_n.?_nc_cat=104&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=c86-PDUOTC4AX_rqZTb&_nc_ht=video.fblr2-1.fna&oh=00_AfCC73tKNXQOfGH5XOKhe9wwI55OrttluCykxF78vQwngg&oe=64E2FBC0,,Manukora,HTTPS://MANUKORA.COM/,Manukora Manuka Honey,,manukora.com
1692269561-123,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,1.99E+14,14-Aug-23,Active,2.0,Honey with Superpowers™ ⚡,Learn More,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/366759955_199245453140849_3568790694046306412_n.?_nc_cat=103&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=dqVgWASR_90AX_Sd84-&_nc_ht=video.fblr2-1.fna&oh=00_AfD2MbCMqlIhjSIrlC8pbCYagi_JPYysBZfHYl4GAaxQIQ&oe=64E39CD2,,Manukora,HTTPS://MANUKORA.COM/,Manukora Manuka Honey,,manukora.com
1692269561-124,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,2.20E+14,13-Aug-23,Active,,Honey with Superpowers™ ⚡,Shop Now,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/10000000_220073124364822_7193185802155710166_n.?_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=riRERyry8pEAX-95Scj&_nc_ht=video.fblr2-2.fna&oh=00_AfCEJvitbg0CarwirdEXHCYNwj7Cn6BqlvjDcL7cLjxx4w&oe=64E32C64,,Manukora,HTTPS://MANUKORA.COM/,Manukora Manuka Honey,,manukora.com
1692269561-126,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,6.43E+14,13-Aug-23,Active,,Honey with Superpowers™ ⚡,Shop Now,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/367369675_642697077989690_6740752385284450124_n.?_nc_cat=101&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=wqhNVxV6o_cAX9s3M8G&_nc_ht=video.fblr2-1.fna&oh=00_AfBSuTpOQp3xGc_ovwrK4B3vykVFD5y0LH2V7ysuqeMSzA&oe=64E288AB,,Manukora,HTTPS://MANUKORA.COM/,Manukora Manuka Honey,,manukora.com
1692269561-127,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,6.72E+14,01-Aug-23,Active,,Honey with Superpowers™ ⚡,Learn More,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/10000000_671864227683845_5142927791547143888_n.?_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=qFlkZhthtn0AX_NBlbX&_nc_ht=video.fblr2-2.fna&oh=00_AfD5D9S2tbOGfozP-xAgx_uW8sO8pdFeKdBn6VifmfJN5A&oe=64E21370,,Manukora,HTTPS://MANUKORA.COM/,Manukora Manuka Honey,,manukora.com
1692269561-128,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,1.35E+15,01-Aug-23,Active,,Honey with Superpowers™ ⚡,Shop Now,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/363477309_274506258513951_1764421975539497290_n.?_nc_cat=107&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=Uo4y9rn5EioAX-Q_d2N&_nc_oc=AQmQCxXHUme7rRZjX6gSNB0R30xss0WgelTf7Eq6ZNtkdOGDKsXDTf5gZmLguYSEp94&_nc_ht=video.fblr2-2.fna&oh=00_AfCh7QPoLYBHE_W3BuARNSheziUc-MYIrfFiDjg-Mc0RGw&oe=64E2FC7F,,Manukora,HTTPS://MANUKORA.COM/,Manukora Manuka Honey,,manukora.com
1692269561-129,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,1.92E+15,13-Aug-23,Active,,Honey with Superpowers™ ⚡,Shop Now,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/367368924_1916182572095783_6332902094869540924_n.?_nc_cat=102&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=yBxXZ40BgPoAX_ML_xX&_nc_ht=video.fblr2-1.fna&oh=00_AfBjWKkHJger-IRiyZeOOAItQQMIwyL77dnUJZ6zhE0nsQ&oe=64E3C99E,,Manukora,HTTPS://MANUKORA.COM/,Manukora Manuka Honey,,manukora.com
1692269561-130,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,1.03E+15,31-Jul-23,Active,,"Our rare Manuka Honey has more antioxidants than regular honey ⚡️. It’s all the way from New Zealand, where our bees are ethically cared for 🐝",Learn More,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/362971833_253005374175224_3531083190568430033_n.?_nc_cat=104&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=NTj1QI0E5rkAX_3rRP1&_nc_ht=video.fblr2-1.fna&oh=00_AfAYfnF5kESNRHczR8081UiywH6sSt-s6aST6CVremODkg&oe=64E3DAFB,,Manukora,HTTPS://MANUKORA.COM/,Manukora Manuka Honey,,manukora.com
1692269561-131,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,7.51E+15,31-Jul-23,Active,2.0,Honey with Superpowers™ ⚡,Learn More,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/362964527_153039481145322_3162207554502362671_n.?_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=0eCpbToKlB8AX9G8kfj&_nc_ht=video.fblr2-2.fna&oh=00_AfDgd_ObUhhIDW-cFyc0nuYz5CC2nldtIW5f2km0yY_HrQ&oe=64E257D0,,Manukora,HTTPS://MANUKORA.COM/,Manukora Manuka Honey,,manukora.com
1692269561-132,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,1.37E+15,31-Jul-23,Active,,"Our rare Manuka Honey has more antioxidants than regular honey ⚡️. It’s all the way from New Zealand, where our bees are ethically cared for 🐝",Shop Now,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/362968983_1187441042648388_486848446830795710_n.?_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=Gskt71Up7VEAX9y2R1b&_nc_ht=video.fblr2-2.fna&oh=00_AfDFITpsnYQoVr2UqjuxcA4DJjNiMbNFqA2k-e11J0-qCQ&oe=64E2D649,,Manukora,HTTPS://MANUKORA.COM/,Manukora Manuka Honey,,manukora.com
1692269561-133,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,4.90E+14,31-Jul-23,Active,,Honey with Superpowers™ ⚡,Shop Now,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/362594506_672541357600559_44883986656402938_n.?_nc_cat=106&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=-ZE9SGU82zIAX-WhSim&_nc_ht=video.fblr2-1.fna&oh=00_AfBtPNzmcDJzkaQDNhCMlu9VtDJxKZp2ReXmFczrLT0Bvg&oe=64E3D3F2,,Manukora,HTTPS://MANUKORA.COM/,Manukora Manuka Honey,,manukora.com
1692269561-134,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,2.28E+14,15-Jun-23,Active,5.0,Honey with Superpowers™ ⚡,Shop Now,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/353635658_228316633298558_3669857891306880565_n.?_nc_cat=100&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=Jwt3xwKixTQAX_G0orh&_nc_ht=video.fblr2-2.fna&oh=00_AfBZy-6KcpDf9NCxNVaBA2C5i-aS7m_Uo4gmPO1pOMqThw&oe=64E338E5,,Manukora,HTTPS://MANUKORA.COM/,Manukora Manuka Honey,,manukora.com
1692269561-135,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,1.61E+14,08-Jun-23,Active,4.0,Honey with Superpowers™ ⚡,Shop Now,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/351422473_161330180254755_366438535400950837_n.?_nc_cat=104&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=39rr1TWBygQAX8lkbJ_&_nc_ht=video.fblr2-1.fna&oh=00_AfCK5oOlTHiPArIcJP2wOiIQymnD2YSCpSE_vXBYSz_tzQ&oe=64E23EC1,,Manukora,HTTPS://MANUKORA.COM/,Manukora Manuka Honey,,manukora.com
1692269561-136,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,1.86E+15,10-May-23,Active,,"Bored of basic honey? The creamy caramel flavors of Manukora's super honey are loaded with bioactives found only in the remote forests of New Zealand ⚡️
Don't miss out – try Manukora today!",Shop Now,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/337187194_196956563039778_1891285114459210083_n.?_nc_cat=106&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=gZi5PBAhsQwAX8g-QcD&_nc_ht=video.fblr2-1.fna&oh=00_AfC2VgU-7nO25S8P3vdBbX3YLM6veqOUwngDf6e2XfKAJw&oe=64E35C8D,,Manukora,HTTPS://MANUKORA.COM/,You Haven’t Tasted Honey Like This Before,Discover the ultimate honey with Manukora's super honey.,manukora.com
1692269561-138,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,6.54E+15,10-May-23,Active,2.0,"Honey with Superpowers™ ⚡

⚡Rich, creamy, toffee/caramel taste
⚡Unique antioxidants
⚡Unique antibacterial compound, “MGO”
⚡Prebiotics
🇳🇿All the way from New Zealand

100% traceable,  MGO Certified, Non-GMO Verified, Glyphosate Residue Free, Free from Antibiotics, Gluten Free, B Corp Certified

We look after our bees, and they look after us 🐝",Shop Now,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/309468299_811731713192931_5243432465209103646_n.?_nc_cat=101&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=FZGRGv1sX7MAX9jes7T&_nc_ht=video.fblr2-1.fna&oh=00_AfCTWHKOI9sIdnq5bVL9iAb86lr7pshWJajGYy2wVcGa1A&oe=64E285AD,,Manukora,HTTPS://MANUKORA.COM/,Manukora Potent Mānuka Honey,,manukora.com
1692269561-139,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,9.50E+14,29-May-23,Active,4.0,Honey with Superpowers™ ⚡,Shop Now,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/350548428_949969482789077_3820808586849565604_n.?_nc_cat=103&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=2QZV42UYJxQAX-1AqeG&_nc_ht=video.fblr2-1.fna&oh=00_AfBcyXGnnmpuS5BmA9cvD7D9rJo9PX8w01noyAzRBanCkg&oe=64E3E177,,Manukora,HTTPS://MANUKORA.COM/,Manukora Manuka Honey,,manukora.com
1692269561-141,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,8.02E+14,10-May-23,Active,,"Honey with Superpowers™ ⚡

⚡Rich, creamy, toffee/caramel taste
⚡Unique antioxidants
⚡Unique antibacterial compound, “MGO”
⚡Prebiotics
🇳🇿All the way from New Zealand

100% traceable,  MGO Certified, Non-GMO Verified, Glyphosate Residue Free, Free from Antibiotics, Gluten Free, B Corp Certified

We look after our bees, and they look after us 🐝",Shop Now,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/312656232_5519538131434409_9073113509864707855_n.?_nc_cat=101&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=I1qy9ZOUGrEAX_Vuzvl&_nc_ht=video.fblr2-1.fna&oh=00_AfBDw_WS3sPOb55lmLQ3G_u3umb6IJskAGf5PRfIEQeDfQ&oe=64E257CB,,Manukora,HTTPS://MANUKORA.COM/,Creamiest Mānuka Honey,,manukora.com
1692269561-146,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22manukora.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~43 results,3.54E+15,09-Oct-20,Inactive,50.0,,Shop now,https://video.fblr2-2.fna.fbcdn.net/v/t42.9040-2/121036542_992199031206610_220123414361772219_n.mp4?_nc_cat=107&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=0NCfiLdxioUAX_nsp46&_nc_ht=video.fblr2-2.fna&oh=00_AfDVYUUYAyl58c9XKmunc2Eo--d7p60lw7PEWni6lK-4MQ&oe=64DE2483,,Manukora,MANUKORA.COM,"Biodegradable plant protection because leaving plastic anywhere is 👎🏽😝. To protect our precious Mānuka seedlings we used the biodegradable weed mats, protectors and supports. This means there's no plastic out there and these will eventually biod",,manukora.com
1692271633-500,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22thisisneeded.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,7.69E+14,15-Aug-23,Active,4.0,"You all know I am VERY picky about what I put into my body and about a year ago, (long long long before this partnership came up) I was deep diving in search of prenatals, and I became a lifelong fan and customer of this brand. I found Needed, and now it is the only brand I will use.

Use code NIKKI for 20% off your first order",Shop Now,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/366768069_769237124891542_4545184900217381666_n.?_nc_cat=107&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=b_dKv2i50MoAX-soLlj&_nc_ht=video.fblr2-2.fna&oh=00_AfDdbpOpgoUjboJnVfrBjEgDBWcNEs0YYLbDWBdLIy7djQ&oe=64E3919C,,Nikki Reed,THISISNEEDED.COM,FINALLY! A Prenatal that checks all the boxes!,Use code NIKKI for 20% off,thisisneeded.com
1692271633-501,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22thisisneeded.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,8.00E+14,15-Aug-23,Active,9.0,"Most women aren’t meeting their protein needs during pregnancy and postpartum. Mamas need protein for blood sugar management, minimizing nausea, and growing baby's cells and the placenta. 

Our hydrolyzed Collagen is ethically sourced & designed to support: 
✅ Mama's joints
✅ Pelvic floor tissue
✅ Skin elasticity
✅ Immunity & Gut Health
✅ Postpartum hair 
✅ Healthy glow

Take before, during, after pregnancy — and even beyond.  ✨",Shop Now,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/366768612_799696435274041_1854028557693454388_n.?_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=iv0X8ER2RWMAX_Eaj4i&_nc_ht=video.fblr2-2.fna&oh=00_AfBre3e4Q0MocfW-d8mbUeDrzaL6sLlrz5tSBT1lUOWtcQ&oe=64E30502,,Needed.,THISISNEEDED.COM,Boost Your Protein Consumption,Subscribe & Save Up To 33%,thisisneeded.com
1692271633-503,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22thisisneeded.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,1.33E+15,16-Aug-23,Active,9.0,"Your day begins with you! Packed with 23 vital nutrients, Needed’s Women's Multi makes your well-being and mental boost our priority. Energize your day, while nurturing your body.

Use Code: KISS for 20% off your first three months of a subscription.",Shop Now,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/366763219_1330964914511431_5170786979063746248_n.?_nc_cat=107&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=4TYt5Msq260AX_0vQkK&_nc_ht=video.fblr2-2.fna&oh=00_AfDdWdCVxZPChATCn8paRU3HtMeD0t71y_XRZf9HBYHUQA&oe=64E374D2,,Needed.,THISISNEEDED.COM,"23 vitamins, nutrients and antioxidants",The Multi for optimal women's health is needed.,thisisneeded.com
1692271633-504,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22thisisneeded.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,1.94E+15,15-Aug-23,Active,4.0,"My morning routine made easy because I can add everything I need from Needed into my smoothie. I discovered Needed in my quest to find a prenatal that had methylfolate which is the more activated form of folic acid. For me, that is a must!

I don’t want bare minimum vitamins, I want to know I am being nourished in all ways, so I really did my research. The truth is, this is the ONLY brand I will use. And after one year of taking Needed I can truly stand behind everything they offer.

Use code NIKKI for 20% off your first order.",Shop Now,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/367383525_1938611019848727_3527756315268963886_n.?_nc_cat=109&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=FgHKzvX4VY4AX9Dh6Rh&_nc_ht=video.fblr2-2.fna&oh=00_AfAqDOVFNvKLzRrNoY5358h1QdenpiNpzy00m9Or2h6YEw&oe=64E29AC6,,Nikki Reed,THISISNEEDED.COM,"The truth is, this is the ONLY brand I will use.",Use code NIKKI for 20% off,thisisneeded.com
1692271633-506,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22thisisneeded.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,2.78E+14,14-Aug-23,Active,,,Learn more,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/366664307_277676184966870_7689676915922298452_n.?_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=fSupPEzAYqkAX_fzRYH&_nc_ht=video.fblr2-2.fna&oh=00_AfBwhETNM7cO0G-cu7zqNXmu6FdxHo9g7Yb4CNKZEtROFQ&oe=64E3225F,,Needed.,THISISNEEDED.COM,Mamas know best & mamas love Needed,Get all that's needed.,thisisneeded.com
1692271633-507,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22thisisneeded.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,6.86E+14,14-Aug-23,Active,,,Learn more,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/366675146_686383230201874_4423628066022228608_n.?_nc_cat=108&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=zrF8ZcpOYzAAX-nDv-s&_nc_ht=video.fblr2-2.fna&oh=00_AfB8CXirCmwXIE-DLcRQdSe0QMKT5UfzFJYkS74unYGJqA&oe=64E3F257,,Needed.,THISISNEEDED.COM,Hydration support,Use code: FOX,thisisneeded.com
1692271633-508,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22thisisneeded.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,1.05E+15,14-Aug-23,Active,,"Choline is one of the most important nutrients that supports your baby’s brain health.
While many prenatal multis fall short on providing sufficient Choline, our prenatal multi goes the extra mile. Needed's prenatal multi was the first to include 400 mg of Choline, setting a new standard for the industry.",Learn More,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/366683604_1050038096149826_5824974041912440240_n.?_nc_cat=111&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=81JtBWFt_8YAX9H4jE2&_nc_ht=video.fblr2-2.fna&oh=00_AfAjeWHekTE07DPvoy5Ca0fGbInVd9Ko6EeVvn8XY8Ux7w&oe=64E27D77,,Needed.,THISISNEEDED.COM,400mg of Choline,Our Prenatal Multi optimally nourishes you in addition to meeting baby’s needs.,thisisneeded.com
1692271633-509,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22thisisneeded.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~150 results,3.06E+14,14-Aug-23,Active,,"You heard me talk about how self-care is crucial not just during pregnancy but also in the postpartum phase. It is an important time to remember to nourish and take care of ourselves.

Needed is my favorite prenatal supplement; I love it so much because it offers highly bioavailable vitamins. It provides more than the bare minimum, ensuring we and our little ones receive the best possible nourishment.

Use code NIKKI for 20% off your first subscription.",Learn More,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/366674963_305802751942028_8314968342360243117_n.?_nc_cat=107&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=zes0xF2LScsAX9OhevO&_nc_ht=video.fblr2-2.fna&oh=00_AfB26DFFhT5KVwVZ-zEtZOW3JI9tn68BaUqGJDybe2OWzg&oe=64E2609A,,Needed.,THISISNEEDED.COM,Subscribe and Save,Optimal Prenatal,thisisneeded.com
